employee_id,age,gender,education_level,marital_status,tenure,job_role,department,salary,work_location,performance_rating,projects_completed,training_hours,promotions,overtime_hours,satisfaction_level,work_life_balance,average_monthly_hours_worked,absenteeism,distance_from_home,manager_feedback_score,churn
E07551,53,Female,Bachelor's,Married,6,Analyst,Sales,43476.00,On-site,4.0,2,45,0,18,0.73,NULL,191,12,33.00,1.2,1
E07552,24,Female,Bachelor's,Single,1,Analyst,HR,74169.00,Remote,2.0,15,47,0,49,0.17,NULL,214,19,41.00,3.6,0
E07553,58,Female,PhD,Married,13,Developer,Sales,111224.00,On-site,5.0,25,29,0,26,0.17,NULL,269,17,10.00,5.9,0
E07554,43,Male,Bachelor's,Single,5,Analyst,HR,135504.00,On-site,4.0,13,41,0,38,0.66,NULL,176,17,20.00,2.9,0
E07555,29,Female,Master's,Single,13,Manager,Sales,52220.00,On-site,4.0,3,95,0,8,0.54,NULL,227,19,46.00,6.8,0
E07556,38,Male,Master's,Divorced,8,Manager,Sales,132547.00,On-site,4.0,36,40,0,3,0.76,NULL,208,19,12.00,7.8,0
E07557,48,Male,Master's,Married,9,Developer,IT,70875.00,Hybrid,3.0,25,29,0,8,0.32,NULL,151,15,24.00,4.1,0
E07558,54,Female,Bachelor's,Married,4,Analyst,IT,132730.00,On-site,1.0,37,23,0,9,0.61,NULL,168,17,26.00,3.6,0
E07559,38,Female,Bachelor's,Married,3,Manager,Sales,148504.00,Hybrid,3.0,14,11,0,5,0.90,NULL,288,4,22.00,7.0,0
E07560,33,Female,High School,Married,13,Developer,IT,93836.00,On-site,5.0,20,43,0,29,0.90,NULL,266,1,11.00,7.1,0
E07561,48,Female,PhD,Single,8,Analyst,IT,97182.00,Remote,2.0,40,52,0,35,0.65,NULL,216,17,29.00,2.9,0
E07562,29,Female,PhD,Married,5,Analyst,IT,112556.00,On-site,5.0,12,16,0,36,0.02,NULL,205,18,11.00,2.7,0
E07563,44,Male,Master's,Married,11,Developer,HR,122795.00,On-site,4.0,12,72,0,8,0.53,NULL,296,17,5.00,9.7,0
E07564,50,Other,Bachelor's,Married,14,Analyst,IT,37436.00,On-site,1.0,37,78,0,39,0.07,NULL,208,2,24.00,7.5,1
E07565,41,Male,Bachelor's,Divorced,3,Developer,HR,115115.00,On-site,4.0,17,24,0,0,0.99,NULL,180,8,24.00,3.2,1
E07566,37,Female,PhD,Married,14,Manager,Marketing,36891.00,Hybrid,3.0,47,11,0,34,1.00,NULL,278,15,29.00,6.9,0
E07567,38,Female,High School,Married,0,Manager,Sales,55406.00,On-site,2.0,15,77,0,14,0.12,NULL,203,17,38.00,3.0,0
E07568,37,Female,Master's,Divorced,8,Developer,Sales,67517.00,Remote,5.0,47,83,0,34,0.46,NULL,220,12,14.00,8.4,1
E07569,40,Male,Bachelor's,Divorced,9,Sales,IT,74744.00,On-site,3.0,10,45,0,25,0.86,NULL,251,6,11.00,6.5,0
E07570,29,Female,Bachelor's,Divorced,2,Analyst,IT,132453.00,Remote,1.0,25,48,1,43,0.12,NULL,173,0,10.00,3.9,0
E07571,59,Female,Master's,Married,5,Developer,IT,134873.00,On-site,3.0,40,44,0,2,0.55,NULL,160,0,44.00,4.7,0
E07572,59,Female,High School,Single,0,Manager,Marketing,139477.00,On-site,3.0,0,36,0,47,0.20,NULL,219,1,19.00,9.5,0
E07573,50,Male,Bachelor's,Single,5,Analyst,Sales,75138.00,On-site,1.0,31,26,0,27,0.49,NULL,271,16,30.00,6.2,0
E07574,57,Female,PhD,Single,2,Manager,IT,130969.00,On-site,5.0,44,29,0,49,0.20,NULL,162,7,4.00,6.0,0
E07575,47,Female,Bachelor's,Married,2,Developer,HR,142238.00,On-site,2.0,0,24,0,14,0.53,NULL,214,14,5.00,3.3,0
E07576,52,Female,Master's,Single,10,Analyst,IT,87716.00,On-site,3.0,47,91,0,4,0.41,NULL,230,18,34.00,4.4,0
E07577,33,Female,Master's,Married,6,Analyst,HR,56109.00,On-site,4.0,6,80,0,3,0.39,NULL,179,12,43.00,8.8,0
E07578,38,Male,High School,Divorced,10,Developer,IT,36983.00,On-site,5.0,13,25,0,44,0.16,NULL,297,3,20.00,6.0,0
E07579,36,Male,Bachelor's,Divorced,8,Manager,IT,39041.00,Hybrid,5.0,40,70,0,25,0.66,NULL,249,5,45.00,7.3,0
E07580,30,Male,Bachelor's,Single,5,Analyst,IT,143889.00,Hybrid,1.0,17,46,0,0,0.07,NULL,291,2,6.00,4.5,0
E07581,33,Male,Bachelor's,Single,11,Manager,IT,34387.00,On-site,5.0,12,38,0,22,0.93,NULL,244,12,15.00,9.0,0
E07582,53,Female,Bachelor's,Married,13,Sales,Sales,76088.00,On-site,4.0,24,83,0,0,0.06,NULL,174,7,1.00,4.3,0
E07583,46,Male,Master's,Married,13,Analyst,HR,40959.00,Hybrid,5.0,12,7,0,6,0.41,NULL,192,2,6.00,3.4,1
E07584,39,Male,High School,Married,0,Sales,IT,30772.00,On-site,2.0,35,27,0,49,0.29,NULL,226,9,35.00,7.2,0
E07585,36,Male,Bachelor's,Married,8,Manager,HR,119842.00,Hybrid,1.0,16,14,0,10,0.55,NULL,245,12,48.00,8.2,1
E07586,53,Female,High School,Married,12,Manager,IT,110526.00,On-site,4.0,36,80,0,22,0.02,NULL,232,14,27.00,3.3,0
E07587,27,Male,High School,Single,4,Developer,Sales,94407.00,Remote,2.0,48,90,0,1,0.44,NULL,276,19,11.00,5.2,0
E07588,56,Male,Bachelor's,Married,1,Developer,IT,67374.00,On-site,1.0,29,25,0,20,0.75,NULL,227,7,31.00,3.0,1
E07589,55,Male,Master's,Married,2,Analyst,IT,39279.00,Remote,1.0,16,52,0,11,0.81,NULL,193,9,4.00,4.4,0
E07590,59,Male,High School,Single,10,Developer,IT,39195.00,On-site,2.0,9,14,0,47,0.93,NULL,296,5,17.00,6.1,0
E07591,26,Other,Bachelor's,Married,4,Analyst,HR,149855.00,On-site,5.0,15,54,0,33,0.11,NULL,236,15,13.00,8.7,0
E07592,39,Male,Bachelor's,Divorced,11,Developer,Marketing,135386.00,Remote,4.0,45,12,0,48,0.55,NULL,175,6,49.00,4.5,0
E07593,37,Female,Bachelor's,Single,1,Developer,IT,62408.00,On-site,4.0,33,19,0,42,0.40,NULL,221,7,5.00,5.1,1
E07594,29,Other,Bachelor's,Divorced,13,Manager,IT,70655.00,On-site,3.0,22,80,0,10,0.65,NULL,279,2,23.00,1.9,0
E07595,46,Female,Master's,Married,11,Sales,IT,136837.00,Remote,3.0,14,88,0,6,0.83,NULL,159,8,28.00,4.9,0
E07596,53,Other,Bachelor's,Married,12,Analyst,IT,53921.00,On-site,1.0,6,84,1,39,0.60,NULL,270,5,37.00,7.5,0
E07597,47,Female,High School,Single,13,Manager,IT,69631.00,On-site,3.0,34,7,1,32,0.23,NULL,183,3,0.00,6.0,1
E07598,43,Male,Bachelor's,Single,11,Analyst,IT,78352.00,On-site,4.0,17,16,0,28,0.32,NULL,219,19,2.00,9.0,1
E07599,52,Female,Bachelor's,Single,2,Developer,Sales,130228.00,On-site,4.0,14,99,0,25,0.89,NULL,196,4,32.00,6.2,0
E07600,31,Male,High School,Single,7,Analyst,IT,112363.00,On-site,3.0,42,33,0,38,0.67,NULL,295,4,27.00,5.9,0
E07601,33,Male,High School,Single,12,Developer,Sales,51878.00,On-site,3.0,23,47,0,44,0.60,NULL,219,9,35.00,6.9,0
E07602,49,Female,High School,Married,5,Sales,IT,149046.00,Remote,1.0,38,9,0,33,0.14,NULL,230,13,42.00,8.2,0
E07603,27,Female,High School,Married,11,Developer,IT,126401.00,Remote,4.0,8,94,1,4,0.34,NULL,227,2,47.00,1.3,1
E07604,41,Female,Bachelor's,Divorced,1,Developer,Sales,73135.00,On-site,5.0,8,77,0,39,0.32,NULL,269,18,25.00,7.4,1
E07605,26,Female,Bachelor's,Married,1,Analyst,Sales,106549.00,On-site,4.0,32,74,0,48,0.03,NULL,173,2,26.00,2.6,0
E07606,44,Male,Bachelor's,Single,0,Developer,IT,90016.00,On-site,1.0,33,74,0,21,0.93,NULL,275,1,19.00,1.6,0
E07607,30,Female,Master's,Married,6,Analyst,IT,63035.00,On-site,2.0,22,28,1,46,0.33,NULL,231,1,20.00,6.8,1
E07608,50,Male,Bachelor's,Divorced,5,Sales,IT,62107.00,On-site,3.0,44,15,0,25,0.10,NULL,297,14,2.00,7.8,1
E07609,37,Male,Master's,Married,12,Manager,IT,70608.00,Remote,2.0,31,18,1,22,0.49,NULL,224,7,13.00,6.2,1
E07610,43,Female,Bachelor's,Single,12,Analyst,Marketing,47889.00,Remote,3.0,20,85,0,2,0.45,NULL,269,5,9.00,5.6,0
E07611,29,Male,High School,Divorced,5,Manager,HR,83012.00,On-site,3.0,21,23,0,1,0.85,NULL,181,16,38.00,3.6,0
E07612,41,Female,Bachelor's,Single,4,Analyst,Marketing,101673.00,On-site,5.0,1,42,1,26,0.80,NULL,275,0,16.00,2.5,1
E07613,35,Female,Master's,Married,2,Manager,IT,41961.00,On-site,5.0,43,55,0,35,0.78,NULL,152,3,25.00,5.9,1
E07614,58,Male,High School,Married,7,Developer,HR,68097.00,On-site,3.0,8,38,0,25,0.93,NULL,243,6,8.00,7.8,0
E07615,55,Female,High School,Single,2,Sales,IT,143613.00,On-site,4.0,25,8,0,10,0.37,NULL,177,9,31.00,4.2,1
E07616,32,Female,Bachelor's,Single,4,Developer,Sales,95065.00,On-site,1.0,19,92,0,36,0.59,NULL,284,0,33.00,3.2,0
E07617,54,Male,Bachelor's,Divorced,7,Manager,IT,74253.00,On-site,1.0,40,47,0,19,0.67,NULL,189,6,7.00,5.7,0
E07618,52,Male,Bachelor's,Divorced,13,Analyst,Sales,142941.00,On-site,3.0,14,32,0,49,0.47,NULL,227,12,32.00,1.6,1
E07619,55,Female,High School,Married,11,Sales,IT,47666.00,On-site,1.0,42,41,0,34,0.24,NULL,180,0,3.00,9.1,0
E07620,28,Male,Bachelor's,Single,2,Manager,HR,122088.00,Hybrid,1.0,39,90,0,14,0.90,NULL,275,18,45.00,6.7,1
E07621,44,Female,Bachelor's,Single,13,Developer,HR,96612.00,Remote,4.0,35,91,0,36,0.90,NULL,186,8,41.00,5.3,0
E07622,28,Male,Bachelor's,Single,4,Analyst,Sales,92525.00,Remote,4.0,20,33,0,2,0.77,NULL,224,2,15.00,5.6,0
E07623,46,Female,Bachelor's,Married,10,Sales,IT,55484.00,Hybrid,3.0,14,44,0,46,0.35,NULL,274,9,22.00,6.1,0
E07624,24,Female,Bachelor's,Single,5,Analyst,HR,67348.00,Remote,1.0,22,35,0,33,0.00,NULL,231,1,48.00,9.8,0
E07625,59,Male,Bachelor's,Single,0,Manager,HR,51906.00,Hybrid,3.0,4,31,0,8,0.49,NULL,275,19,25.00,3.8,0
E07626,41,Female,Bachelor's,Married,1,Developer,IT,140010.00,Remote,4.0,33,81,0,38,0.52,NULL,156,13,49.00,1.7,0
E07627,55,Female,Bachelor's,Married,6,Analyst,HR,88685.00,On-site,1.0,23,25,0,47,0.49,NULL,197,5,14.00,9.1,1
E07628,51,Female,High School,Married,8,Developer,Marketing,98004.00,On-site,4.0,25,79,0,7,0.10,NULL,192,18,11.00,9.5,0
E07629,38,Female,Bachelor's,Married,12,Manager,Marketing,120828.00,On-site,2.0,7,95,0,24,0.79,NULL,220,18,14.00,6.6,1
E07630,31,Female,Bachelor's,Married,13,Developer,IT,70334.00,On-site,1.0,7,32,1,25,0.53,NULL,208,10,42.00,6.8,0
E07631,56,Female,High School,Single,9,Analyst,Sales,41353.00,On-site,2.0,41,87,0,43,0.22,NULL,243,17,10.00,2.7,0
E07632,41,Female,Bachelor's,Married,3,Developer,Sales,61301.00,Remote,2.0,5,42,0,39,0.96,NULL,256,16,14.00,1.1,0
E07633,39,Female,Bachelor's,Married,4,Developer,IT,127882.00,On-site,4.0,25,5,0,30,0.30,NULL,281,9,11.00,6.7,0
E07634,48,Male,High School,Married,11,Sales,HR,65595.00,Remote,4.0,42,51,0,44,0.38,NULL,194,15,19.00,7.9,0
E07635,57,Other,Bachelor's,Married,3,Developer,Sales,103199.00,Hybrid,5.0,33,59,0,48,0.40,NULL,169,6,10.00,1.6,0
E07636,44,Male,PhD,Married,10,Developer,HR,87688.00,On-site,1.0,43,77,0,3,0.40,NULL,180,7,9.00,8.4,0
E07637,53,Male,Bachelor's,Divorced,2,Developer,IT,46817.00,On-site,5.0,26,83,0,49,0.64,NULL,150,8,24.00,5.3,1
E07638,31,Male,Bachelor's,Married,9,Manager,Sales,132958.00,Remote,3.0,14,89,0,49,0.28,NULL,205,18,10.00,8.5,0
E07639,32,Male,Bachelor's,Married,1,Developer,IT,32413.00,On-site,3.0,17,77,0,0,0.90,NULL,228,1,28.00,2.0,0
E07640,59,Male,Bachelor's,Married,13,Manager,IT,64191.00,On-site,4.0,1,58,0,25,0.57,NULL,265,8,29.00,6.7,1
E07641,27,Male,Master's,Single,2,Analyst,Sales,69106.00,On-site,3.0,24,43,0,15,0.88,NULL,195,0,24.00,7.3,0
E07642,55,Male,Master's,Married,14,Developer,IT,102693.00,On-site,2.0,47,23,0,14,0.92,NULL,286,15,11.00,5.7,1
E07643,57,Female,Master's,Divorced,1,Developer,Sales,137479.00,Remote,3.0,8,70,0,3,0.77,NULL,234,2,31.00,6.9,0
E07644,58,Male,PhD,Single,13,Analyst,IT,130585.00,Remote,5.0,15,66,0,30,0.24,NULL,204,15,46.00,6.3,0
E07645,38,Male,Bachelor's,Single,7,Developer,HR,109661.00,On-site,1.0,4,39,0,33,0.33,NULL,218,4,0.00,4.7,1
E07646,33,Male,Bachelor's,Married,0,Sales,HR,98182.00,On-site,4.0,24,89,0,44,0.23,NULL,189,6,47.00,8.0,1
E07647,42,Male,Master's,Single,4,Developer,Sales,66927.00,On-site,1.0,43,19,0,33,0.46,NULL,198,1,22.00,9.5,0
E07648,40,Male,Bachelor's,Married,0,Developer,Sales,132877.00,On-site,4.0,22,24,0,8,0.51,NULL,176,8,11.00,7.6,1
E07649,24,Female,PhD,Single,4,Analyst,Sales,131296.00,On-site,3.0,3,93,0,21,0.34,NULL,151,14,29.00,2.9,0
E07650,39,Female,High School,Married,13,Sales,HR,145636.00,Remote,3.0,30,31,0,12,0.87,NULL,292,13,26.00,7.2,0
E07651,40,Female,Bachelor's,Married,2,Analyst,IT,115693.00,On-site,4.0,43,70,0,25,0.40,NULL,281,2,1.00,6.8,0
E07652,27,Female,PhD,Married,14,Developer,HR,50432.00,Remote,1.0,18,51,0,22,0.70,NULL,234,15,25.00,1.4,0
E07653,37,Male,Bachelor's,Single,8,Sales,IT,120805.00,Remote,2.0,7,84,0,22,0.83,NULL,260,13,36.00,8.1,0
E07654,29,Male,Master's,Single,14,Developer,IT,117476.00,Hybrid,4.0,37,20,0,47,0.16,NULL,168,7,49.00,6.3,1
E07655,39,Male,High School,Single,11,Developer,IT,67102.00,Remote,2.0,46,48,0,47,0.71,NULL,180,8,34.00,9.0,1
E07656,33,Female,Bachelor's,Married,0,Analyst,IT,83387.00,On-site,5.0,35,22,1,37,0.16,NULL,235,14,11.00,7.6,0
E07657,31,Male,Master's,Single,9,Sales,IT,60671.00,Remote,4.0,40,63,0,25,0.76,NULL,203,13,6.00,2.6,0
E07658,28,Female,Bachelor's,Married,0,Developer,IT,32597.00,On-site,4.0,16,11,0,19,0.57,NULL,161,3,14.00,8.8,0
E07659,22,Male,High School,Married,7,Analyst,HR,33405.00,On-site,2.0,4,67,0,5,0.51,NULL,260,13,48.00,5.5,1
E07660,57,Male,High School,Single,2,Manager,IT,122250.00,Remote,2.0,18,82,0,25,0.53,NULL,203,7,37.00,2.7,0
E07661,42,Other,Master's,Single,10,Developer,IT,47058.00,Hybrid,3.0,15,4,0,9,0.40,NULL,184,3,10.00,3.9,0
E07662,58,Female,Master's,Single,6,Developer,HR,144640.00,On-site,1.0,10,64,0,24,0.05,NULL,227,8,14.00,2.5,0
E07663,45,Female,High School,Married,9,Developer,IT,132739.00,On-site,3.0,1,94,0,26,0.55,NULL,165,11,37.00,6.7,0
E07664,46,Female,High School,Single,4,Developer,IT,123381.00,Remote,3.0,4,63,0,8,0.02,NULL,210,13,7.00,7.0,0
E07665,28,Female,Master's,Single,1,Analyst,HR,58121.00,Hybrid,2.0,34,42,0,39,0.91,NULL,181,4,22.00,7.9,0
E07666,38,Female,Master's,Single,13,Analyst,HR,95990.00,On-site,4.0,16,47,0,19,0.25,NULL,267,16,12.00,3.5,0
E07667,50,Female,High School,Divorced,12,Developer,Marketing,129685.00,Remote,4.0,36,1,1,46,0.65,NULL,285,3,14.00,2.1,1
E07668,51,Male,Bachelor's,Married,10,Developer,IT,55419.00,Hybrid,2.0,14,65,0,28,0.56,NULL,158,10,15.00,1.9,1
E07669,28,Female,Master's,Married,6,Analyst,Sales,129600.00,On-site,4.0,22,74,0,16,0.62,NULL,213,8,46.00,9.7,0
E07670,54,Female,Bachelor's,Single,6,Developer,IT,113860.00,Remote,1.0,42,72,0,23,0.32,NULL,240,13,16.00,3.9,0
E07671,28,Male,PhD,Single,2,Developer,IT,60196.00,Remote,5.0,17,66,0,15,0.45,NULL,200,16,19.00,3.5,1
E07672,45,Female,Bachelor's,Single,5,Developer,IT,107893.00,Remote,4.0,36,32,0,37,0.75,NULL,234,6,43.00,5.4,0
E07673,32,Female,Bachelor's,Divorced,4,Developer,HR,123998.00,On-site,4.0,2,22,0,23,0.39,NULL,180,7,42.00,9.6,0
E07674,30,Male,Bachelor's,Single,0,Developer,IT,73940.00,Remote,3.0,33,81,0,30,0.28,NULL,262,7,31.00,9.4,0
E07675,33,Male,Master's,Married,0,Manager,Sales,78088.00,On-site,2.0,23,61,0,27,0.03,NULL,238,4,41.00,7.6,0
E07676,56,Male,Bachelor's,Single,1,Developer,Sales,134245.00,Remote,4.0,1,73,0,18,0.48,NULL,156,2,36.00,4.2,0
E07677,25,Female,Bachelor's,Married,6,Analyst,IT,146494.00,On-site,2.0,19,58,0,49,0.69,NULL,226,17,9.00,3.1,1
E07678,57,Female,Bachelor's,Single,2,Developer,IT,89274.00,On-site,3.0,7,94,0,32,0.29,NULL,151,8,1.00,1.5,0
E07679,49,Male,Master's,Married,8,Manager,HR,129336.00,Remote,1.0,44,79,0,1,0.87,NULL,248,17,42.00,3.2,1
E07680,34,Female,Bachelor's,Divorced,2,Developer,IT,94195.00,On-site,5.0,42,26,0,34,0.12,NULL,204,0,24.00,1.5,0
E07681,44,Male,Bachelor's,Married,9,Developer,Sales,59698.00,On-site,1.0,27,67,0,49,0.37,NULL,286,12,8.00,7.0,0
E07682,40,Female,Bachelor's,Married,3,Manager,Marketing,63036.00,Remote,5.0,8,42,0,44,0.74,NULL,161,6,48.00,4.8,0
E07683,58,Male,High School,Married,10,Sales,IT,123189.00,On-site,1.0,29,53,0,34,0.97,NULL,272,0,48.00,8.1,0
E07684,45,Male,High School,Married,7,Manager,Sales,46768.00,On-site,5.0,10,64,0,18,0.38,NULL,224,4,29.00,5.0,0
E07685,37,Female,Bachelor's,Single,3,Manager,Sales,100889.00,Remote,1.0,20,45,0,12,0.74,NULL,293,4,46.00,4.6,0
E07686,54,Male,Bachelor's,Single,6,Developer,Sales,34996.00,Remote,2.0,14,11,1,16,0.69,NULL,283,9,5.00,8.6,0
E07687,33,Male,Master's,Married,10,Developer,IT,64369.00,On-site,5.0,48,54,1,26,0.94,NULL,160,15,6.00,6.3,0
E07688,55,Male,Master's,Married,4,Manager,IT,55557.00,On-site,2.0,26,57,0,10,0.50,NULL,165,7,26.00,9.5,0
E07689,28,Male,Master's,Divorced,5,Sales,HR,105871.00,On-site,3.0,43,8,1,28,0.59,NULL,220,0,45.00,3.8,0
E07690,32,Male,Bachelor's,Married,7,Developer,Sales,71084.00,On-site,4.0,44,92,0,41,0.16,NULL,248,7,4.00,6.8,0
E07691,52,Other,Master's,Married,3,Manager,Marketing,127789.00,On-site,3.0,25,45,0,4,0.27,NULL,299,16,49.00,9.0,0
E07692,50,Female,High School,Single,12,Developer,Sales,130904.00,On-site,3.0,21,36,0,3,0.63,NULL,209,13,15.00,6.2,1
E07693,34,Female,High School,Married,5,Analyst,HR,57569.00,On-site,5.0,37,64,0,49,0.56,NULL,285,19,43.00,3.3,0
E07694,52,Female,High School,Married,12,Analyst,Marketing,147104.00,Hybrid,5.0,6,82,0,1,0.45,NULL,155,4,24.00,4.5,0
E07695,23,Male,Bachelor's,Married,9,Developer,IT,36150.00,Remote,3.0,3,76,0,34,0.70,NULL,184,15,16.00,6.6,0
E07696,36,Male,Bachelor's,Single,1,Developer,IT,56900.00,On-site,1.0,48,63,1,6,0.24,NULL,297,8,43.00,3.2,1
E07697,32,Male,Bachelor's,Divorced,8,Developer,Sales,139776.00,Remote,4.0,2,72,0,25,0.70,NULL,210,19,31.00,5.4,0
E07698,55,Female,Bachelor's,Single,11,Developer,IT,115940.00,On-site,2.0,24,21,0,7,0.19,NULL,195,11,12.00,7.4,1
E07699,25,Female,Bachelor's,Single,8,Developer,Marketing,103920.00,On-site,2.0,20,24,0,48,0.49,NULL,288,1,27.00,4.8,1
E07700,32,Male,Bachelor's,Divorced,14,Analyst,HR,97743.00,Remote,1.0,23,8,0,32,0.11,NULL,228,3,17.00,5.5,0
E07701,50,Male,Bachelor's,Married,11,Developer,IT,136983.00,Remote,4.0,0,34,0,10,0.52,NULL,168,2,29.00,5.8,0
E07702,23,Female,High School,Married,9,Analyst,IT,66447.00,On-site,1.0,49,52,0,21,0.82,NULL,185,15,6.00,9.7,0
E07703,37,Female,High School,Divorced,9,Analyst,Sales,35577.00,Hybrid,2.0,49,45,1,13,0.48,NULL,292,13,4.00,7.1,0
E07704,34,Female,Bachelor's,Single,5,Sales,IT,34342.00,Remote,1.0,6,45,0,19,0.33,NULL,215,12,35.00,7.4,0
E07705,58,Male,High School,Single,5,Developer,IT,66869.00,On-site,5.0,24,62,0,27,0.14,NULL,283,17,15.00,5.0,0
E07706,38,Female,Bachelor's,Married,9,Analyst,Sales,30552.00,On-site,2.0,45,56,0,8,0.36,NULL,289,19,2.00,2.1,0
E07707,42,Male,Master's,Single,6,Developer,IT,81232.00,On-site,5.0,4,72,0,33,0.86,NULL,191,10,41.00,5.6,0
E07708,40,Female,Bachelor's,Divorced,3,Developer,IT,37113.00,Hybrid,4.0,49,6,0,1,0.39,NULL,162,15,17.00,5.8,0
E07709,28,Female,Bachelor's,Married,6,Manager,Sales,129607.00,On-site,5.0,11,80,0,22,0.18,NULL,202,13,30.00,1.2,1
E07710,59,Female,Master's,Single,14,Developer,IT,82830.00,On-site,1.0,35,75,0,15,0.89,NULL,171,4,7.00,4.3,0
E07711,29,Male,Bachelor's,Married,9,Developer,Marketing,74939.00,Remote,4.0,19,72,0,14,0.93,NULL,225,7,10.00,4.2,1
E07712,34,Male,High School,Single,0,Developer,IT,49434.00,On-site,3.0,11,5,0,11,0.95,NULL,283,12,2.00,8.9,0
E07713,58,Male,Bachelor's,Married,12,Developer,HR,62676.00,On-site,4.0,27,87,0,3,0.52,NULL,155,11,35.00,7.9,0
E07714,23,Male,Bachelor's,Divorced,13,Analyst,IT,75810.00,Remote,3.0,49,18,0,6,0.56,NULL,272,13,20.00,1.7,0
E07715,32,Female,Bachelor's,Married,6,Developer,IT,44441.00,On-site,3.0,18,54,0,42,0.30,NULL,196,9,0.00,7.3,1
E07716,45,Female,Master's,Single,11,Analyst,Sales,145633.00,On-site,4.0,46,63,0,47,0.34,NULL,243,12,19.00,6.1,0
E07717,27,Male,High School,Single,12,Manager,HR,117560.00,On-site,3.0,37,80,0,3,0.52,NULL,219,2,49.00,6.5,0
E07718,47,Male,Bachelor's,Single,0,Sales,IT,136076.00,Remote,5.0,6,77,0,27,0.16,NULL,191,9,9.00,1.4,0
E07719,28,Male,Bachelor's,Married,10,Developer,IT,122797.00,Remote,5.0,3,64,0,48,0.96,NULL,203,6,49.00,4.0,0
E07720,40,Female,Master's,Married,13,Developer,IT,100722.00,Remote,4.0,22,55,0,9,0.69,NULL,184,1,5.00,1.2,1
E07721,27,Female,Master's,Single,7,Manager,HR,79155.00,Remote,3.0,28,81,0,46,0.05,NULL,290,13,14.00,3.5,0
E07722,50,Male,Bachelor's,Married,9,Analyst,Sales,58725.00,On-site,1.0,40,93,0,39,0.26,NULL,247,9,34.00,8.7,0
E07723,23,Male,High School,Married,5,Analyst,IT,119428.00,Remote,4.0,34,87,1,16,0.30,NULL,196,12,41.00,7.8,0
E07724,40,Female,Bachelor's,Married,13,Developer,IT,68021.00,On-site,3.0,15,79,1,42,0.01,NULL,288,10,36.00,7.1,0
E07725,25,Female,High School,Single,13,Developer,Sales,82673.00,Remote,3.0,40,17,1,25,0.98,NULL,241,19,13.00,9.8,0
E07726,27,Male,Bachelor's,Divorced,0,Developer,Sales,74964.00,On-site,3.0,17,10,0,25,0.28,NULL,249,13,22.00,1.9,1
E07727,58,Female,Bachelor's,Single,10,Developer,IT,51459.00,Remote,1.0,36,63,0,39,0.05,NULL,235,8,36.00,2.5,0
E07728,49,Female,PhD,Married,11,Developer,IT,120156.00,Hybrid,5.0,30,33,0,6,0.88,NULL,208,3,4.00,6.6,0
E07729,51,Female,Bachelor's,Single,0,Developer,Sales,59920.00,On-site,2.0,43,37,0,29,0.11,NULL,183,12,44.00,7.4,0
E07730,28,Female,Bachelor's,Married,11,Developer,Sales,82877.00,Hybrid,1.0,35,65,0,6,0.46,NULL,253,17,9.00,8.3,0
E07731,30,Male,High School,Married,12,Sales,IT,114819.00,On-site,2.0,10,35,0,44,0.36,NULL,169,4,11.00,8.5,0
E07732,46,Female,High School,Married,12,Developer,IT,105946.00,On-site,5.0,22,26,0,23,0.08,NULL,203,19,20.00,3.6,0
E07733,54,Male,High School,Married,3,Manager,Marketing,128753.00,Remote,3.0,22,7,0,2,0.03,NULL,152,16,47.00,5.8,0
E07734,22,Male,Master's,Single,6,Sales,HR,120478.00,On-site,2.0,11,79,0,11,0.27,NULL,160,19,5.00,9.0,0
E07735,27,Male,High School,Married,4,Analyst,Sales,139446.00,Remote,2.0,2,78,1,27,0.36,NULL,236,2,7.00,7.4,0
E07736,39,Male,PhD,Married,4,Sales,IT,30310.00,On-site,1.0,19,0,0,32,0.75,NULL,222,8,5.00,7.3,0
E07737,31,Male,Bachelor's,Single,7,Developer,Sales,67540.00,On-site,5.0,22,89,0,46,0.72,NULL,231,4,28.00,3.0,0
E07738,49,Female,Bachelor's,Divorced,1,Developer,Sales,44539.00,Remote,4.0,34,94,0,11,0.46,NULL,165,4,10.00,7.7,1
E07739,32,Female,Bachelor's,Married,3,Analyst,IT,78624.00,On-site,2.0,32,99,0,21,0.21,NULL,296,9,6.00,9.9,0
E07740,54,Female,Bachelor's,Married,3,Manager,IT,117311.00,On-site,1.0,1,66,0,12,0.84,NULL,297,9,22.00,2.2,0
E07741,22,Male,Bachelor's,Married,10,Manager,IT,91200.00,Hybrid,3.0,43,64,0,36,0.65,NULL,192,0,25.00,2.0,0
E07742,34,Male,Bachelor's,Single,7,Developer,Sales,80654.00,Remote,5.0,42,3,0,5,0.35,NULL,257,11,30.00,9.1,0
E07743,58,Female,Bachelor's,Married,5,Analyst,Sales,87594.00,Remote,3.0,36,9,0,43,0.87,NULL,227,9,7.00,7.6,0
E07744,41,Male,Master's,Married,9,Developer,HR,95790.00,On-site,3.0,23,96,0,1,0.82,NULL,170,1,19.00,5.3,1
E07745,22,Other,Bachelor's,Single,8,Sales,HR,107952.00,Remote,4.0,18,70,0,34,0.00,NULL,281,14,40.00,3.6,1
E07746,24,Male,Bachelor's,Married,9,Analyst,HR,79665.00,Hybrid,2.0,24,78,0,32,0.87,NULL,164,19,42.00,2.9,0
